Asset ID,Asset name,Date,Current filename,Recommended filename,File type,Campaign,Platform,Dimensions,Language,Status,Approval source,Approval evidence,Original source,Destination folder,Usage rights,Rights or consent,Consent status,Notes
AST-080,Lung cancer awareness campaign poster,2026-06-30,Lung cancer awareness campaign poster.png,2026-06-30_Gore-Hospital_Lung-cancer-awareness-campaign-poster_Social-Creative_EN_Social_SIZE-UNKNOWN_DRAFT_v01.png,Social-Creative,Lung_Health_and_Respiratory,Instagram/Facebook/WhatsApp (unverified),UNKNOWN,EN,DRAFT,None found,No explicit approval evidence found,Gore Hospital Comprehensive Project Audit 2026-07-13; File Library reference,99_ARCHIVE/02_Rejected_Assets,UNKNOWN,Not supplied,NOT_DOCUMENTED,Type/topic: Generated creative (limited metadata) / Oncology/lung health. Iteration/decision: Campaign variant. Audit disposition: Clinical/compliance review required. Original bytes are reference-only unless separately mounted.
AST-081,Celebrating Doctors’ Day at GMH,2026-06-30,Celebrating Doctors’ Day at GMH.png,2026-06-30_Gore-Hospital_Celebrating-Doctors-Day-at-GMH_Social-Creative_EN_Social_SIZE-UNKNOWN_SUPERSEDED_v01.png,Social-Creative,Festival_and_Occasion,Instagram/Facebook/WhatsApp (unverified),UNKNOWN,EN,SUPERSEDED,None found,No explicit approval evidence found,Gore Hospital Comprehensive Project Audit 2026-07-13; File Library reference,99_ARCHIVE/02_Rejected_Assets,UNKNOWN,Not supplied,NOT_DOCUMENTED,Type/topic: Generated creative / National Doctors’ Day. Iteration/decision: Pink/green doctor appreciation variant. Audit disposition: Old logo/phones. Original bytes are reference-only unless separately mounted.
AST-082,National Doctors’ Day promotion,2026-06-30,National Doctors’ Day promotion.png,2026-06-30_Gore-Hospital_National-Doctors-Day-promotion_Social-Creative_EN_Social_SIZE-UNKNOWN_SUPERSEDED_v01.png,Social-Creative,Festival_and_Occasion,Instagram/Facebook/WhatsApp (unverified),UNKNOWN,EN,SUPERSEDED,None found,No explicit approval evidence found,Gore Hospital Comprehensive Project Audit 2026-07-13; File Library reference,99_ARCHIVE/02_Rejected_Assets,UNKNOWN,Not supplied,NOT_DOCUMENTED,Type/topic: Generated creative / National Doctors’ Day. Iteration/decision: Pink/green variant. Audit disposition: Old logo/phones. Original bytes are reference-only unless separately mounted.
AST-083,National Doctors’ Day celebration poster,2026-06-30,National Doctors’ Day celebration poster.png,2026-06-30_Gore-Hospital_National-Doctors-Day-celebration-poster_Social-Creative_EN_Social_SIZE-UNKNOWN_SUPERSEDED_v01.png,Social-Creative,Festival_and_Occasion,Instagram/Facebook/WhatsApp (unverified),UNKNOWN,EN,SUPERSEDED,None found,No explicit approval evidence found,Gore Hospital Comprehensive Project Audit 2026-07-13; File Library reference,99_ARCHIVE/02_Rejected_Assets,UNKNOWN,Not supplied,NOT_DOCUMENTED,Type/topic: Generated creative / National Doctors’ Day. Iteration/decision: Pink/green variant. Audit disposition: Old logo/phones. Original bytes are reference-only unless separately mounted.
AST-084,National Doctors’ Day celebration poster.png (yellow/green),2026-06-30,National Doctors’ Day celebration poster.png (yellow/green),2026-06-30_Gore-Hospital_National-Doctors-Day-celebration-poster-png_Creative-Revision_EN_Social_SIZE-UNKNOWN_SUPERSEDED_v01.reference,Creative-Revision,Festival_and_Occasion,Instagram/Facebook/WhatsApp (unverified),UNKNOWN,EN,SUPERSEDED,None found,No explicit approval evidence found,Gore Hospital Comprehensive Project Audit 2026-07-13; File Library reference,99_ARCHIVE/02_Rejected_Assets,UNKNOWN,Not supplied,NOT_DOCUMENTED,Type/topic: Generated creative revision / National Doctors’ Day. Iteration/decision: Alternate palette. Audit disposition: Old logo/phones. Original bytes are reference-only unless separately mounted.
AST-085,Don’t ignore joint pain signs,2026-07-10,Don’t ignore joint pain signs.png,2026-07-10_Gore-Hospital_Don-t-ignore-joint-pain-signs_Social-Creative_EN_Social_SIZE-UNKNOWN_SUPERSEDED_v01.png,Social-Creative,Orthopaedic_Joint_Pain,Instagram/Facebook/WhatsApp (unverified),UNKNOWN,EN,SUPERSEDED,None found,No explicit approval evidence found,Gore Hospital Comprehensive Project Audit 2026-07-13; File Library reference,99_ARCHIVE/02_Rejected_Assets,UNKNOWN,Not supplied,NOT_DOCUMENTED,"Type/topic: Generated creative / Orthopaedics. Iteration/decision: Four warning cards, booking CTA. Audit disposition: Legacy logo and old phones. Original bytes are reference-only unless separately mounted."
AST-086,Joint pain? See a doctor today,2026-07-10,Joint pain? See a doctor today.png,2026-07-10_Gore-Hospital_Joint-pain-See-a-doctor-today_Social-Creative_EN_Social_SIZE-UNKNOWN_DRAFT_v01.png,Social-Creative,Orthopaedic_Joint_Pain,Instagram/Facebook/WhatsApp (unverified),UNKNOWN,EN,DRAFT,None found,No explicit approval evidence found,Gore Hospital Comprehensive Project Audit 2026-07-13; File Library reference,99_ARCHIVE/02_Rejected_Assets,UNKNOWN,Not supplied,NOT_DOCUMENTED,Type/topic: Generated creative / Orthopaedics. Iteration/decision: Uses colorful logo and maroon/gold; four cards. Audit disposition: Closest current branding; phone still wrong. Original bytes are reference-only unless separately mounted.
AST-087,Joint pain awareness and care guide,2026-07-10,Joint pain awareness and care guide.png,2026-07-10_Gore-Hospital_Joint-pain-awareness-and-care-guide_Social-Creative_EN_Social_SIZE-UNKNOWN_DRAFT_v01.png,Social-Creative,Orthopaedic_Joint_Pain,Instagram/Facebook/WhatsApp (unverified),UNKNOWN,EN,DRAFT,None found,No explicit approval evidence found,Gore Hospital Comprehensive Project Audit 2026-07-13; File Library reference,99_ARCHIVE/02_Rejected_Assets,UNKNOWN,Not supplied,NOT_DOCUMENTED,Type/topic: Generated creative / Orthopaedics. Iteration/decision: Three signs and current tagline; +91 84840 59035. Audit disposition: Phone conflicts with strategy; verify. Original bytes are reference-only unless separately mounted.
AST-088,Orthopaedic awareness: joint pain relief,2026-07-10,Orthopaedic awareness: joint pain relief.png,2026-07-10_Gore-Hospital_Orthopaedic-awareness-joint-pain-relief_Social-Creative_EN_Social_SIZE-UNKNOWN_SUPERSEDED_v01.png,Social-Creative,Orthopaedic_Joint_Pain,Instagram/Facebook/WhatsApp (unverified),UNKNOWN,EN,SUPERSEDED,None found,No explicit approval evidence found,Gore Hospital Comprehensive Project Audit 2026-07-13; File Library reference,99_ARCHIVE/02_Rejected_Assets,UNKNOWN,Not supplied,NOT_DOCUMENTED,Type/topic: Generated creative / Orthopaedics. Iteration/decision: Gold/green stair visual. Audit disposition: Legacy logo and old phones. Original bytes are reference-only unless separately mounted.
AST-089,Joint pain? Consult an expert today!,2026-07-10,Joint pain? Consult an expert today!.png,2026-07-10_Gore-Hospital_Joint-pain-Consult-an-expert-today_Social-Creative_EN_Social_SIZE-UNKNOWN_SUPERSEDED_v01.png,Social-Creative,Orthopaedic_Joint_Pain,Instagram/Facebook/WhatsApp (unverified),UNKNOWN,EN,SUPERSEDED,None found,No explicit approval evidence found,Gore Hospital Comprehensive Project Audit 2026-07-13; File Library reference,99_ARCHIVE/02_Rejected_Assets,UNKNOWN,Not supplied,NOT_DOCUMENTED,Type/topic: Generated creative / Orthopaedics. Iteration/decision: Five signs and doctor panel. Audit disposition: Legacy logo and old phones. Original bytes are reference-only unless separately mounted.
AST-090,Official colourful Gore Hospital logo,2026-07-11,gorehospital-logo.jpeg,2026-07-11_Gore-Hospital_Official-colorful-Gore-Hospital-logo-upload_Logo_EN_NA_853x705_RAW_v01.jpeg,Logo,Brand_Identity,Brand,853x705,EN,RAW,None found,No explicit approval evidence found,Gore Hospital Comprehensive Project Audit 2026-07-13; File Library reference,02_ASSETS/01_Logos,UNKNOWN,Not supplied,NOT_DOCUMENTED,Type/topic: Brand asset / Identity. Iteration/decision: Detailed GMH logo with maroon/orange/green/sky/gold/peacock elements. Audit disposition: Current; should replace gold emblem variants. Original bytes are reference-only unless separately mounted.
AST-091,"Healthy blood pressure, healthier life tips",2026-07-11,"Healthy blood pressure, healthier life tips.png",2026-07-11_Gore-Hospital_Healthy-blood-pressure-healthier-life-tips_Social-Creative_EN_Social_SIZE-UNKNOWN_DRAFT_v01.png,Social-Creative,Heart_Health_and_Cardiology,Instagram/Facebook/WhatsApp (unverified),UNKNOWN,EN,DRAFT,None found,No explicit approval evidence found,Gore Hospital Comprehensive Project Audit 2026-07-13; File Library reference,99_ARCHIVE/02_Rejected_Assets,UNKNOWN,Not supplied,NOT_DOCUMENTED,Type/topic: Generated creative / Cardiology/preventive care. Iteration/decision: Official colorful logo and blue/orange/green treatment. Audit disposition: Latest asset; final claim/contact QA required. Original bytes are reference-only unless separately mounted.
